Nome,Quantidade de Cotas,Saldo Cotas,Saldo Dividendos,Dividendos Mensais
XPLG11,127,12834,62,27,18,99,06
LVBI11,121,13012,34,58,68,108,90
AAZQ11,1351,10848,53,1,99,148,61
MXRF11,1131,10721,88,7,96,113,10
TGAR11,120,13272,00,99,62,151,20
